Crop Name	Predicted	Y_Test	Diff
IMG_8503_23_4.npz	6.76	4.71	2.04
IMG_8602_2_1.npz	7.60	5.83	1.77
IMG_8905_18_1.npz	8.18	14.77	-6.59
IMG_8416_24_2.npz	6.09	7.28	-1.19
IMG_7033_19_2.npz	14.20	4.87	9.33
IMG_8895_17_3.npz	6.13	6.86	-0.72
IMG_7033_5_3.npz	7.08	6.01	1.07
IMG_7411_13_4.npz	5.84	5.03	0.81
IMG_8411_27_2.npz	9.04	6.97	2.07
IMG_8411_13_1.npz	10.75	11.32	-0.57
IMG_7033_8_0.npz	7.89	6.87	1.03
IMG_8895_4_3.npz	7.60	3.97	3.63
IMG_8559_2_3.npz	15.55	11.64	3.92
IMG_8559_9_4.npz	12.55	14.69	-2.14
IMG_8503_4_1.npz	11.98	4.13	7.85
IMG_7460_11_4.npz	9.28	4.61	4.67
IMG_8559_19_1.npz	10.82	13.25	-2.44
IMG_8416_23_2.npz	9.56	10.20	-0.65
IMG_8509_30_4.npz	6.65	6.44	0.21
IMG_8905_16_1.npz	24.86	23.77	1.09
IMG_8509_23_4.npz	9.27	4.76	4.50
IMG_7460_16_3.npz	7.33	10.23	-2.90
IMG_7411_8_2.npz	10.70	11.14	-0.44
IMG_8416_16_1.npz	15.33	21.82	-6.49
IMG_8905_18_2.npz	13.50	14.77	-1.27
IMG_8583_5_2.npz	8.70	4.20	4.51
IMG_8612_10_1.npz	7.60	20.34	-12.73
IMG_8559_8_2.npz	15.42	18.44	-3.02
IMG_8905_1_1.npz	9.39	48.31	-38.93
IMG_8895_18_0.npz	7.60	4.14	3.46
IMG_8905_20_2.npz	5.51	6.48	-0.97
IMG_8416_13_1.npz	15.69	17.56	-1.87
IMG_8905_2_2.npz	7.06	6.71	0.36
IMG_8612_26_1.npz	9.24	9.11	0.13
IMG_8602_3_3.npz	7.60	7.53	0.07
IMG_8905_13_3.npz	8.08	16.91	-8.83
IMG_8602_18_2.npz	7.60	4.51	3.09
IMG_8503_19_2.npz	14.65	6.56	8.09
IMG_8509_22_4.npz	13.25	9.55	3.70
IMG_8503_16_4.npz	19.41	22.31	-2.89
IMG_8509_25_1.npz	7.40	10.21	-2.81
IMG_8583_5_3.npz	10.81	4.20	6.62
IMG_8583_26_4.npz	10.73	13.09	-2.36
IMG_8905_4_4.npz	5.24	5.70	-0.46
IMG_8559_5_3.npz	11.37	4.59	6.78
IMG_8583_12_3.npz	10.95	6.87	4.08
IMG_8503_5_0.npz	6.43	7.58	-1.14
IMG_8612_14_2.npz	7.60	5.87	1.73
IMG_7033_14_4.npz	9.08	7.65	1.43
IMG_7460_26_1.npz	13.00	12.17	0.83
IMG_8559_21_2.npz	4.82	6.36	-1.54
IMG_8602_2_2.npz	7.60	5.83	1.77
IMG_7411_22_0.npz	7.41	5.62	1.79
IMG_8895_18_4.npz	7.88	4.14	3.74
IMG_8895_3_1.npz	39.57	60.45	-20.88
IMG_8559_24_3.npz	9.68	5.39	4.29
IMG_8411_21_1.npz	14.62	8.18	6.43
IMG_7033_10_0.npz	4.47	4.05	0.42
IMG_7033_22_4.npz	7.60	46.61	-39.01
IMG_8895_27_1.npz	16.29	17.84	-1.56
IMG_8583_10_4.npz	6.76	8.05	-1.29
IMG_8602_18_1.npz	7.60	4.51	3.09
IMG_8895_19_1.npz	6.23	8.75	-2.52
IMG_8895_1_3.npz	5.66	11.95	-6.29
IMG_8509_19_0.npz	7.46	4.73	2.73
IMG_7033_19_4.npz	5.45	4.87	0.58
IMG_8905_7_3.npz	6.26	8.02	-1.76
IMG_8416_10_2.npz	4.83	4.83	0.00
IMG_8612_21_4.npz	12.91	18.22	-5.31
IMG_8416_25_3.npz	9.96	9.06	0.90
IMG_8612_13_1.npz	7.60	4.02	3.59
IMG_8895_4_0.npz	4.77	3.97	0.80
IMG_8411_5_3.npz	7.60	4.17	3.43
IMG_8416_12_0.npz	6.95	4.27	2.67
IMG_7411_29_3.npz	5.82	6.46	-0.64
IMG_7033_15_3.npz	6.04	4.83	1.21
IMG_7411_26_2.npz	1.38	7.47	-6.10
IMG_8583_16_1.npz	7.92	6.09	1.83
IMG_8583_4_0.npz	12.06	50.31	-38.25
IMG_8612_9_2.npz	5.19	5.31	-0.13
IMG_8509_22_2.npz	8.13	9.55	-1.42
IMG_8583_18_0.npz	10.13	9.19	0.94
IMG_8509_29_3.npz	6.42	6.10	0.32
IMG_8905_30_1.npz	9.26	25.67	-16.42
IMG_8411_7_0.npz	4.63	6.63	-2.00
IMG_8602_5_2.npz	7.60	5.36	2.24
IMG_7460_12_1.npz	13.24	13.42	-0.18
IMG_8411_27_3.npz	6.00	6.97	-0.97
IMG_8509_28_3.npz	4.64	6.83	-2.19
IMG_8905_13_0.npz	13.66	16.91	-3.25
IMG_8905_1_2.npz	36.89	48.31	-11.42
IMG_8895_13_3.npz	20.82	39.10	-18.28
IMG_8411_18_3.npz	9.81	5.83	3.98
IMG_8895_10_3.npz	20.36	10.50	9.86
IMG_8559_27_2.npz	18.33	11.79	6.54
IMG_8559_17_0.npz	9.83	8.38	1.46
IMG_8509_24_3.npz	6.65	7.03	-0.39
IMG_7033_14_2.npz	6.63	7.65	-1.03
IMG_8503_19_3.npz	8.37	6.56	1.81
IMG_7411_5_4.npz	36.79	27.50	9.30
IMG_7033_24_1.npz	7.13	4.17	2.95
IMG_8612_20_1.npz	14.73	22.16	-7.43
IMG_8411_19_2.npz	3.63	5.55	-1.92
IMG_8509_10_3.npz	7.60	30.79	-23.19
IMG_8583_22_3.npz	3.58	4.39	-0.81
IMG_8602_1_1.npz	7.60	25.83	-18.23
IMG_7411_27_4.npz	6.69	4.07	2.62
IMG_7033_18_3.npz	6.92	4.25	2.67
IMG_8612_18_1.npz	11.69	4.69	7.00
IMG_7411_8_3.npz	5.24	11.14	-5.90
IMG_8411_7_1.npz	7.60	6.63	0.97
IMG_8895_2_2.npz	7.60	8.50	-0.90
IMG_8416_14_4.npz	21.29	13.01	8.28
IMG_8416_19_3.npz	13.40	6.83	6.57
IMG_7033_17_0.npz	14.96	8.68	6.28
IMG_8612_26_2.npz	11.67	9.11	2.56
IMG_8411_20_4.npz	21.39	5.14	16.25
IMG_8509_30_1.npz	9.01	6.44	2.57
IMG_8416_12_1.npz	20.70	4.27	16.42
IMG_8411_24_2.npz	3.67	4.26	-0.59
IMG_8895_30_0.npz	15.16	18.40	-3.24
IMG_8612_18_4.npz	4.37	4.69	-0.32
IMG_7460_14_0.npz	7.69	13.90	-6.21
IMG_8503_16_1.npz	17.43	22.31	-4.88
IMG_8503_14_2.npz	10.40	9.02	1.38
IMG_8602_28_0.npz	7.60	5.38	2.22
IMG_8509_24_2.npz	5.18	7.03	-1.86
IMG_8905_7_1.npz	8.03	8.02	0.01
IMG_8895_28_3.npz	27.50	22.80	4.71
IMG_8612_28_3.npz	8.45	8.77	-0.32
IMG_8503_6_4.npz	10.89	7.60	3.29
IMG_8503_5_4.npz	7.60	7.58	0.02
IMG_8503_12_4.npz	13.39	9.31	4.08
IMG_8895_27_2.npz	7.60	17.84	-10.24
IMG_8583_25_4.npz	14.96	27.21	-12.25
IMG_8416_21_1.npz	17.62	4.55	13.08
IMG_7411_7_3.npz	5.33	5.51	-0.18
IMG_8905_25_0.npz	7.85	4.70	3.15
IMG_8583_2_4.npz	7.80	13.07	-5.27
IMG_8559_29_3.npz	19.36	8.64	10.72
IMG_8895_12_4.npz	5.30	4.23	1.07
IMG_8905_11_0.npz	8.18	5.90	2.27
IMG_8503_15_2.npz	20.80	27.62	-6.83
IMG_8612_24_0.npz	4.45	4.81	-0.36
IMG_8602_10_0.npz	7.60	16.44	-8.84
IMG_8612_26_0.npz	6.55	9.11	-2.56
IMG_8905_1_0.npz	33.41	48.31	-14.91
IMG_8583_18_1.npz	8.77	9.19	-0.42
IMG_7411_4_2.npz	31.10	41.68	-10.58
IMG_8905_25_1.npz	9.80	4.70	5.10
IMG_8509_23_1.npz	4.66	4.76	-0.11
IMG_8612_2_1.npz	5.88	5.61	0.28
IMG_8503_15_3.npz	25.62	27.62	-2.00
IMG_8905_20_1.npz	6.96	6.48	0.48
IMG_8905_5_3.npz	15.93	16.94	-1.01
IMG_7411_8_1.npz	30.76	11.14	19.62
IMG_8509_2_2.npz	7.67	11.80	-4.13
IMG_8503_10_1.npz	21.06	25.13	-4.07
IMG_8559_19_2.npz	10.80	13.25	-2.45
IMG_8583_30_0.npz	11.10	5.32	5.78
IMG_8559_28_4.npz	10.90	11.09	-0.19
IMG_8503_25_3.npz	24.32	43.05	-18.73
IMG_8503_29_3.npz	5.42	5.88	-0.46
IMG_7411_3_4.npz	13.88	12.50	1.38
IMG_8416_4_0.npz	7.60	4.98	2.62
IMG_8416_1_0.npz	22.83	25.85	-3.03
IMG_8612_6_0.npz	7.60	27.57	-19.97
IMG_8416_27_0.npz	7.60	14.08	-6.48
IMG_8905_12_1.npz	9.37	9.60	-0.23
IMG_8895_8_0.npz	7.60	16.42	-8.82
IMG_8416_1_4.npz	20.93	25.85	-4.92
IMG_7411_17_4.npz	16.32	8.27	8.05
IMG_8905_21_1.npz	14.55	13.53	1.02
IMG_8583_2_1.npz	8.82	13.07	-4.25
IMG_8559_23_1.npz	14.67	6.28	8.39
IMG_8612_26_3.npz	5.80	9.11	-3.32
IMG_8612_24_1.npz	28.36	4.81	23.55
IMG_8895_13_2.npz	32.57	39.10	-6.54
IMG_8895_23_1.npz	7.60	5.73	1.87
IMG_7411_25_0.npz	20.44	23.99	-3.55
IMG_8503_25_4.npz	25.30	43.05	-17.75
IMG_8411_4_0.npz	4.16	4.95	-0.79
IMG_8503_24_0.npz	24.95	60.53	-35.57
IMG_8416_30_2.npz	15.75	14.07	1.68
IMG_7033_1_1.npz	6.02	4.75	1.27
IMG_8503_12_0.npz	10.71	9.31	1.41
IMG_8602_4_0.npz	5.56	4.95	0.61
IMG_8411_16_2.npz	17.94	6.29	11.65
IMG_7460_30_3.npz	5.69	6.64	-0.94
IMG_8583_10_3.npz	8.63	8.05	0.58
IMG_8905_28_4.npz	7.89	10.39	-2.49
IMG_8583_19_2.npz	11.79	9.80	1.99
IMG_8602_10_1.npz	7.60	16.44	-8.84
IMG_8503_14_3.npz	14.05	9.02	5.03
IMG_8416_30_4.npz	9.35	14.07	-4.73
IMG_8509_19_2.npz	10.09	4.73	5.36
IMG_8503_28_0.npz	5.52	5.25	0.27
IMG_7033_22_3.npz	28.06	46.61	-18.55
IMG_8895_19_3.npz	7.60	8.75	-1.15
IMG_7460_27_1.npz	6.37	5.08	1.28
IMG_8509_25_3.npz	11.69	10.21	1.48
IMG_7460_22_1.npz	7.60	4.66	2.94
IMG_8416_18_4.npz	6.40	6.51	-0.11
IMG_7411_23_1.npz	9.74	5.82	3.92
IMG_7411_4_3.npz	23.58	41.68	-18.10
IMG_7033_3_0.npz	7.60	22.93	-15.32
IMG_8905_22_1.npz	14.02	12.00	2.01
IMG_8411_11_3.npz	21.38	19.17	2.21
IMG_8509_21_0.npz	15.85	5.91	9.94
IMG_7033_25_0.npz	7.27	5.63	1.64
IMG_8602_4_1.npz	7.60	4.95	2.65
IMG_8583_26_2.npz	15.21	13.09	2.12
IMG_7460_21_4.npz	4.49	10.19	-5.70
IMG_8895_7_2.npz	5.76	9.69	-3.93
IMG_8612_19_4.npz	7.60	30.26	-22.66
IMG_7460_9_3.npz	8.92	20.39	-11.48
IMG_8905_14_0.npz	7.60	8.56	-0.96
IMG_8583_6_1.npz	11.26	5.26	6.00
IMG_8583_23_3.npz	5.20	4.26	0.93
IMG_8509_1_3.npz	7.33	6.87	0.47
IMG_8583_1_1.npz	8.91	29.81	-20.89
IMG_7460_14_2.npz	7.19	13.90	-6.72
IMG_7460_28_0.npz	6.75	5.11	1.65
IMG_7033_2_1.npz	7.60	4.30	3.30
IMG_8602_5_0.npz	7.60	5.36	2.24
IMG_8411_28_4.npz	6.76	3.93	2.83
IMG_8583_28_4.npz	6.58	5.62	0.96
IMG_8895_18_2.npz	6.08	4.14	1.94
